,ax,ay,az,gx,gy,gz
00:00:00,0.00341796875,-0.009765625,1.001708984375,-1.9207317073170733,1.4634146341463417,0.39634146341463417
00:00:00.005087,-0.0009765625,-0.0166015625,1.00537109375,-2.103658536585366,1.7987804878048783,0.4573170731707317
00:00:00.010209,0.0,-0.017333984375,0.998291015625,-1.707317073170732,1.5548780487804879,0.3658536585365854
00:00:00.015400,0.001220703125,-0.01025390625,1.011474609375,-1.981707317073171,1.5853658536585367,0.30487804878048785
00:00:00.020561,0.002685546875,-0.014892578125,1.00439453125,-1.829268292682927,1.4939024390243905,0.3658536585365854
00:00:00.025747,0.004638671875,-0.015625,0.997802734375,-2.0426829268292686,1.6463414634146343,0.30487804878048785
00:00:00.030986,-0.002197265625,-0.01611328125,1.0029296875,-1.8597560975609757,1.402439024390244,0.2134146341463415
00:00:00.036140,0.00146484375,-0.009033203125,1.00048828125,-1.9207317073170733,1.6158536585365855,0.27439024390243905
00:00:00.041355,-0.001953125,-0.015869140625,1.001220703125,-2.0426829268292686,1.3414634146341464,0.39634146341463417
00:00:00.046515,0.010009765625,-0.01513671875,1.0,-1.9207317073170733,1.676829268292683,0.3353658536585366
00:00:00.051725,-0.002685546875,-0.011962890625,1.00732421875,-2.0426829268292686,1.5243902439024393,0.27439024390243905
00:00:00.056889,0.006591796875,-0.008544921875,1.000244140625,-1.9512195121951221,1.4634146341463417,0.3658536585365854
00:00:00.062030,-0.00439453125,-0.012939453125,1.007568359375,-1.9512195121951221,1.5243902439024393,0.39634146341463417
00:00:00.067521,-0.0048828125,-0.012451171875,0.998291015625,-2.073170731707317,1.5548780487804879,0.30487804878048785
00:00:00.072701,-0.01171875,-0.012939453125,1.0087890625,-1.9512195121951221,1.4939024390243905,0.30487804878048785
00:00:00.077936,-0.003173828125,-0.013671875,0.993896484375,-1.9512195121951221,1.5243902439024393,0.3353658536585366
00:00:00.083142,-0.003662109375,-0.017822265625,1.005859375,-1.981707317073171,1.4329268292682928,0.3353658536585366
00:00:00.088544,0.0,-0.005126953125,1.00634765625,-1.9512195121951221,1.5243902439024393,0.3658536585365854
00:00:00.093625,-0.005859375,-0.0166015625,0.99853515625,-1.9512195121951221,1.4634146341463417,0.27439024390243905
00:00:00.098886,-0.00390625,-0.009033203125,0.998291015625,-1.8902439024390245,1.5243902439024393,0.30487804878048785
00:00:00.104132,-0.001220703125,-0.012939453125,1.00537109375,-1.9512195121951221,1.707317073170732,0.3353658536585366
00:00:00.109259,-0.001708984375,-0.008544921875,1.001220703125,-1.8902439024390245,1.3109756097560976,0.39634146341463417
00:00:00.114502,0.006103515625,-0.00830078125,0.999755859375,-2.0426829268292686,1.6158536585365855,0.30487804878048785
00:00:00.119770,-0.002685546875,-0.0126953125,1.0,-1.7682926829268295,1.4634146341463417,0.27439024390243905
00:00:00.125115,0.00390625,-0.006591796875,0.996826171875,-2.0121951219512195,1.5548780487804879,0.27439024390243905
00:00:00.130294,-0.005859375,-0.011474609375,1.0029296875,-2.0121951219512195,1.402439024390244,0.2134146341463415
00:00:00.135620,-0.001708984375,-0.010498046875,0.990478515625,-2.0121951219512195,1.707317073170732,0.24390243902439027
00:00:00.141177,-0.002197265625,-0.01611328125,1.012451171875,-1.8597560975609757,1.3109756097560976,0.30487804878048785
00:00:00.146544,0.00732421875,-0.01025390625,0.999755859375,-2.073170731707317,1.5548780487804879,0.27439024390243905
00:00:00.151826,0.00244140625,-0.012939453125,1.00537109375,-1.829268292682927,1.3414634146341464,0.39634146341463417
00:00:00.157051,0.005126953125,-0.009521484375,1.001953125,-1.981707317073171,1.5853658536585367,0.24390243902439027
00:00:00.162244,-0.00439453125,-0.015869140625,1.0068359375,-1.9207317073170733,1.3109756097560976,0.2134146341463415
00:00:00.167456,0.008056640625,-0.002685546875,1.010009765625,-2.0121951219512195,1.5548780487804879,0.39634146341463417
00:00:00.172735,0.00146484375,-0.016845703125,1.010009765625,-1.8597560975609757,1.402439024390244,0.24390243902439027
00:00:00.179925,0.001953125,-0.008544921875,1.003173828125,-2.0426829268292686,1.7378048780487807,0.3658536585365854
00:00:00.183992,0.00341796875,-0.01513671875,1.008544921875,-1.981707317073171,1.5243902439024393,0.30487804878048785
00:00:00.189315,0.002197265625,-0.008056640625,1.001708984375,-1.7987804878048783,1.4634146341463417,0.2134146341463415
00:00:00.194691,-0.00244140625,-0.01513671875,1.00341796875,-1.829268292682927,1.5548780487804879,0.30487804878048785
00:00:00.200094,0.005615234375,-0.013916015625,0.99951171875,-1.8902439024390245,1.7378048780487807,0.3353658536585366
00:00:00.205321,-0.008544921875,-0.012451171875,1.003662109375,-1.981707317073171,1.7682926829268295,0.39634146341463417
00:00:00.210593,0.000244140625,-0.00927734375,0.9921875,-1.8597560975609757,1.5548780487804879,0.3658536585365854
00:00:00.216094,-0.0048828125,-0.010498046875,1.005615234375,-2.103658536585366,1.707317073170732,0.15243902439024393
00:00:00.221259,-0.00244140625,-0.013916015625,1.005859375,-1.8597560975609757,1.6463414634146343,0.24390243902439027
00:00:00.226525,0.004638671875,-0.010498046875,1.005126953125,-1.8902439024390245,1.7378048780487807,0.27439024390243905
00:00:00.231826,0.003173828125,-0.0146484375,0.9970703125,-1.8597560975609757,1.402439024390244,0.30487804878048785
00:00:00.237013,0.001708984375,-0.011474609375,1.003662109375,-2.0426829268292686,1.676829268292683,0.426829268292683
00:00:00.242183,-0.000732421875,-0.0068359375,0.9951171875,-1.829268292682927,1.4634146341463417,0.3658536585365854
00:00:00.247626,0.0,-0.00634765625,0.993896484375,-2.0426829268292686,1.6158536585365855,0.3353658536585366
00:00:00.252937,0.002197265625,-0.0146484375,1.00146484375,-1.8597560975609757,1.3414634146341464,0.4573170731707317
00:00:00.258271,0.001220703125,-0.012451171875,0.996337890625,-1.981707317073171,1.5548780487804879,0.24390243902439027
00:00:00.263522,-0.002197265625,-0.01318359375,1.01220703125,-1.8597560975609757,1.3414634146341464,0.426829268292683
00:00:00.268758,0.0048828125,-0.008056640625,0.99853515625,-1.9207317073170733,1.402439024390244,0.39634146341463417
00:00:00.274083,-0.00341796875,-0.017822265625,1.005126953125,-1.981707317073171,1.5853658536585367,0.27439024390243905
00:00:00.279606,0.004150390625,-0.005615234375,1.007080078125,-2.103658536585366,1.6463414634146343,0.24390243902439027
00:00:00.287878,0.0,-0.006591796875,1.005126953125,-1.7987804878048783,1.707317073170732,0.3353658536585366
00:00:00.291021,0.005615234375,-0.01123046875,1.0009765625,-2.0426829268292686,1.4939024390243905,0.24390243902439027
00:00:00.296292,0.00244140625,-0.017578125,1.01220703125,-1.829268292682927,1.5243902439024393,0.3658536585365854
00:00:00.301617,0.001953125,-0.0146484375,1.0,-2.073170731707317,1.6158536585365855,0.27439024390243905
00:00:00.307274,-0.000244140625,-0.017578125,1.009765625,-1.8597560975609757,1.5548780487804879,0.426829268292683
00:00:00.312659,0.000244140625,-0.002197265625,0.999267578125,-1.829268292682927,1.6158536585365855,0.2134146341463415
00:00:00.318115,-0.002197265625,-0.01708984375,1.009033203125,-1.829268292682927,1.707317073170732,0.3353658536585366
00:00:00.323722,0.005126953125,-0.01025390625,0.989990234375,-2.073170731707317,1.5853658536585367,0.2134146341463415
00:00:00.328985,0.002685546875,-0.013427734375,1.0087890625,-1.981707317073171,1.4329268292682928,0.3658536585365854
00:00:00.334277,0.002197265625,-0.01025390625,1.001220703125,-1.981707317073171,1.3719512195121952,0.27439024390243905
00:00:00.339534,0.001220703125,-0.019287109375,1.001220703125,-1.9512195121951221,1.5243902439024393,0.3353658536585366
00:00:00.344801,0.003662109375,-0.0126953125,0.996337890625,-2.0121951219512195,1.4329268292682928,0.27439024390243905
00:00:00.350049,-0.0048828125,-0.013427734375,1.005126953125,-2.073170731707317,1.8597560975609757,0.1829268292682927
00:00:00.355259,0.005615234375,-0.01123046875,1.007080078125,-1.9512195121951221,1.4329268292682928,0.24390243902439027
00:00:00.360452,0.003173828125,-0.019287109375,1.002197265625,-2.0121951219512195,1.2804878048780488,0.27439024390243905
